geom,lat,lon,rainfall_avg,temp_avg,soil_type,drought_frequency
POINT(-119.42000000000031 36.040000000000006),36.040000000000006,-119.42000000000031,5.54,62.86,Loam,5.0
POINT(-119.40000000000032 36.040000000000006),36.040000000000006,-119.40000000000032,16.15,48.18,Loam,5.0
POINT(-119.38000000000032 36.040000000000006),36.040000000000006,-119.38000000000032,5.56,55.13,Loam,5.0
POINT(-119.36000000000033 36.040000000000006),36.040000000000006,-119.36000000000033,9.68,57.14,Loam,5.0
POINT(-119.34000000000033 36.040000000000006),36.040000000000006,-119.34000000000033,20.75,60.46,Loam,4.82
POINT(-119.32000000000033 36.040000000000006),36.040000000000006,-119.32000000000033,19.55,71.62,Sandy Loam,4.78
POINT(-119.30000000000034 36.040000000000006),36.040000000000006,-119.30000000000034,15.51,50.54,Sandy Loam,5.0
POINT(-119.28000000000034 36.040000000000006),36.040000000000006,-119.28000000000034,13.13,76.38,Sandy Loam,5.0
POINT(-119.26000000000035 36.040000000000006),36.040000000000006,-119.26000000000035,16.68,69.85,Sandy Loam,5.0
POINT(-119.24000000000035 36.040000000000006),36.040000000000006,-119.24000000000035,15.94,63.95,Sandy Loam,5.0
POINT(-119.22000000000035 36.040000000000006),36.040000000000006,-119.22000000000035,5.0,66.24,Clay Loam,5.0
POINT(-119.20000000000036 36.040000000000006),36.040000000000006,-119.20000000000036,5.0,67.07,Clay Loam,5.0
POINT(-119.18000000000036 36.040000000000006),36.040000000000006,-119.18000000000036,17.4,67.36,Clay Loam,5.0
POINT(-119.16000000000037 36.040000000000006),36.040000000000006,-119.16000000000037,13.36,55.26,Clay Loam,5.0
POINT(-119.14000000000037 36.040000000000006),36.040000000000006,-119.14000000000037,14.96,72.14,Clay Loam,5.0
POINT(-119.12000000000037 36.040000000000006),36.040000000000006,-119.12000000000037,9.38,78.17,Silt,5.0
POINT(-119.10000000000038 36.040000000000006),36.040000000000006,-119.10000000000038,17.82,51.92,Silt,5.0
POINT(-119.08000000000038 36.040000000000006),36.040000000000006,-119.08000000000038,5.83,50.64,Silt,5.0
POINT(-119.06000000000039 36.040000000000006),36.040000000000006,-119.06000000000039,5.65,59.04,Silt,5.0
POINT(-119.04000000000039 36.040000000000006),36.040000000000006,-119.04000000000039,5.0,55.81,Silt,5.0
POINT(-119.0200000000004 36.040000000000006),36.040000000000006,-119.0200000000004,6.52,50.24,Peat,5.0
POINT(-119.0000000000004 36.040000000000006),36.040000000000006,-119.0000000000004,10.74,74.69,Peat,5.0
POINT(-121.0 36.06000000000001),36.06000000000001,-121.0,22.91,64.19,Clay Loam,3.96
POINT(-120.98 36.06000000000001),36.06000000000001,-120.98,22.65,49.93,Clay Loam,4.99
POINT(-120.96000000000001 36.06000000000001),36.06000000000001,-120.96000000000001,14.37,65.37,Silt,5.0
POINT(-120.94000000000001 36.06000000000001),36.06000000000001,-120.94000000000001,26.67,46.32,Silt,3.7
POINT(-120.92000000000002 36.06000000000001),36.06000000000001,-120.92000000000002,14.91,57.23,Silt,5.0
POINT(-120.90000000000002 36.06000000000001),36.06000000000001,-120.90000000000002,18.08,56.01,Silt,5.0
POINT(-120.88000000000002 36.06000000000001),36.06000000000001,-120.88000000000002,19.95,67.87,Silt,5.0
POINT(-120.86000000000003 36.06000000000001),36.06000000000001,-120.86000000000003,14.9,45.45,Silt,5.0
POINT(-120.84000000000003 36.06000000000001),36.06000000000001,-120.84000000000003,24.77,65.39,Peat,4.89
POINT(-120.82000000000004 36.06000000000001),36.06000000000001,-120.82000000000004,16.04,58.55,Peat,5.0
POINT(-120.80000000000004 36.06000000000001),36.06000000000001,-120.80000000000004,23.12,55.22,Peat,3.6
POINT(-120.78000000000004 36.06000000000001),36.06000000000001,-120.78000000000004,25.21,47.43,Peat,3.26
POINT(-120.76000000000005 36.06000000000001),36.06000000000001,-120.76000000000005,15.03,73.31,Peat,5.0
POINT(-120.74000000000005 36.06000000000001),36.06000000000001,-120.74000000000005,25.27,63.63,Chalky,4.69
POINT(-120.72000000000006 36.06000000000001),36.06000000000001,-120.72000000000006,12.81,67.26,Chalky,5.0
POINT(-120.70000000000006 36.06000000000001),36.06000000000001,-120.70000000000006,9.31,62.08,Chalky,5.0
POINT(-120.68000000000006 36.06000000000001),36.06000000000001,-120.68000000000006,25.27,45.83,Chalky,3.9
POINT(-120.66000000000007 36.06000000000001),36.06000000000001,-120.66000000000007,20.02,68.14,Chalky,5.0
POINT(-120.64000000000007 36.06000000000001),36.06000000000001,-120.64000000000007,12.29,50.03,Loam,5.0
POINT(-120.62000000000008 36.06000000000001),36.06000000000001,-120.62000000000008,13.14,70.57,Loam,5.0
POINT(-120.60000000000008 36.06000000000001),36.06000000000001,-120.60000000000008,21.74,51.51,Loam,4.46
POINT(-120.58000000000008 36.06000000000001),36.06000000000001,-120.58000000000008,19.17,66.45,Loam,4.82
POINT(-120.56000000000009 36.06000000000001),36.06000000000001,-120.56000000000009,10.11,50.82,Loam,5.0
POINT(-120.54000000000009 36.06000000000001),36.06000000000001,-120.54000000000009,26.54,58.46,Sandy Loam,3.29
POINT(-120.5200000000001 36.06000000000001),36.06000000000001,-120.5200000000001,8.38,52.7,Sandy Loam,5.0
POINT(-120.5000000000001 36.06000000000001),36.06000000000001,-120.5000000000001,21.3,70.02,Sandy Loam,5.0
POINT(-120.4800000000001 36.06000000000001),36.06000000000001,-120.4800000000001,18.43,62.53,Sandy Loam,5.0
POINT(-120.46000000000011 36.06000000000001),36.06000000000001,-120.46000000000011,8.46,63.71,Sandy Loam,5.0
POINT(-120.44000000000011 36.06000000000001),36.06000000000001,-120.44000000000011,10.67,70.72,Clay Loam,5.0
POINT(-120.42000000000012 36.06000000000001),36.06000000000001,-120.42000000000012,15.56,73.65,Clay Loam,5.0
POINT(-120.40000000000012 36.06000000000001),36.06000000000001,-120.40000000000012,11.83,67.87,Clay Loam,5.0
POINT(-120.38000000000012 36.06000000000001),36.06000000000001,-120.38000000000012,17.0,60.51,Clay Loam,5.0
POINT(-120.36000000000013 36.06000000000001),36.06000000000001,-120.36000000000013,8.28,72.16,Clay Loam,5.0
POINT(-120.34000000000013 36.06000000000001),36.06000000000001,-120.34000000000013,20.19,58.11,Silt,4.34
POINT(-120.32000000000014 36.06000000000001),36.06000000000001,-120.32000000000014,19.89,46.77,Silt,4.34
POINT(-120.30000000000014 36.06000000000001),36.06000000000001,-120.30000000000014,20.01,55.15,Silt,5.0
POINT(-120.28000000000014 36.06000000000001),36.06000000000001,-120.28000000000014,26.66,68.09,Silt,4.49
POINT(-120.26000000000015 36.06000000000001),36.06000000000001,-120.26000000000015,16.58,73.67,Silt,5.0
POINT(-120.24000000000015 36.06000000000001),36.06000000000001,-120.24000000000015,16.17,68.04,Peat,5.0
POINT(-120.22000000000016 36.06000000000001),36.06000000000001,-120.22000000000016,16.03,69.51,Peat,5.0
POINT(-120.20000000000016 36.06000000000001),36.06000000000001,-120.20000000000016,14.9,50.43,Peat,5.0
POINT(-120.18000000000016 36.06000000000001),36.06000000000001,-120.18000000000016,13.78,47.26,Peat,5.0
POINT(-120.16000000000017 36.06000000000001),36.06000000000001,-120.16000000000017,15.62,55.77,Peat,5.0
POINT(-120.14000000000017 36.06000000000001),36.06000000000001,-120.14000000000017,19.29,76.19,Chalky,5.0
POINT(-120.12000000000018 36.06000000000001),36.06000000000001,-120.12000000000018,8.4,75.01,Chalky,5.0
POINT(-120.10000000000018 36.06000000000001),36.06000000000001,-120.10000000000018,24.32,48.12,Chalky,4.23
POINT(-120.08000000000018 36.06000000000001),36.06000000000001,-120.08000000000018,21.61,49.13,Chalky,5.0
POINT(-120.06000000000019 36.06000000000001),36.06000000000001,-120.06000000000019,16.59,50.53,Chalky,5.0
POINT(-120.04000000000019 36.06000000000001),36.06000000000001,-120.04000000000019,9.11,58.15,Loam,5.0
POINT(-120.0200000000002 36.06000000000001),36.06000000000001,-120.0200000000002,8.43,74.47,Loam,5.0
POINT(-120.0000000000002 36.06000000000001),36.06000000000001,-120.0000000000002,22.77,66.89,Loam,4.77
POINT(-119.9800000000002 36.06000000000001),36.06000000000001,-119.9800000000002,15.85,58.19,Loam,5.0
POINT(-119.9600000000002 36.06000000000001),36.06000000000001,-119.9600000000002,8.25,55.03,Loam,5.0
POINT(-119.94000000000021 36.06000000000001),36.06000000000001,-119.94000000000021,12.05,67.25,Sandy Loam,5.0
POINT(-119.92000000000021 36.06000000000001),36.06000000000001,-119.92000000000021,6.23,56.75,Sandy Loam,5.0
POINT(-119.90000000000022 36.06000000000001),36.06000000000001,-119.90000000000022,8.4,76.71,Sandy Loam,5.0
POINT(-119.88000000000022 36.06000000000001),36.06000000000001,-119.88000000000022,20.9,58.09,Sandy Loam,4.97
POINT(-119.86000000000023 36.06000000000001),36.06000000000001,-119.86000000000023,12.45,56.1,Sandy Loam,5.0
POINT(-119.84000000000023 36.06000000000001),36.06000000000001,-119.84000000000023,14.1,68.49,Clay Loam,5.0
POINT(-119.82000000000023 36.06000000000001),36.06000000000001,-119.82000000000023,7.65,76.57,Clay Loam,5.0
POINT(-119.80000000000024 36.06000000000001),36.06000000000001,-119.80000000000024,15.42,72.73,Clay Loam,5.0
POINT(-119.78000000000024 36.06000000000001),36.06000000000001,-119.78000000000024,5.47,69.69,Clay Loam,5.0
POINT(-119.76000000000025 36.06000000000001),36.06000000000001,-119.76000000000025,5.51,66.1,Clay Loam,5.0
POINT(-119.74000000000025 36.06000000000001),36.06000000000001,-119.74000000000025,17.16,70.36,Silt,5.0
POINT(-119.72000000000025 36.06000000000001),36.06000000000001,-119.72000000000025,21.48,71.39,Silt,5.0
POINT(-119.70000000000026 36.06000000000001),36.06000000000001,-119.70000000000026,15.75,71.89,Silt,5.0
POINT(-119.68000000000026 36.06000000000001),36.06000000000001,-119.68000000000026,5.9,52.5,Silt,5.0
POINT(-119.66000000000027 36.06000000000001),36.06000000000001,-119.66000000000027,7.58,62.1,Silt,5.0
POINT(-119.64000000000027 36.06000000000001),36.06000000000001,-119.64000000000027,19.72,56.59,Peat,4.95
POINT(-119.62000000000027 36.06000000000001),36.06000000000001,-119.62000000000027,13.01,75.66,Peat,5.0
POINT(-119.60000000000028 36.06000000000001),36.06000000000001,-119.60000000000028,10.72,64.64,Peat,5.0
POINT(-119.58000000000028 36.06000000000001),36.06000000000001,-119.58000000000028,5.0,50.32,Peat,5.0
POINT(-119.56000000000029 36.06000000000001),36.06000000000001,-119.56000000000029,17.77,52.61,Peat,4.85
POINT(-119.54000000000029 36.06000000000001),36.06000000000001,-119.54000000000029,16.15,53.15,Chalky,5.0
POINT(-119.5200000000003 36.06000000000001),36.06000000000001,-119.5200000000003,14.22,53.81,Chalky,5.0
POINT(-119.5000000000003 36.06000000000001),36.06000000000001,-119.5000000000003,16.81,57.07,Chalky,5.0
POINT(-119.4800000000003 36.06000000000001),36.06000000000001,-119.4800000000003,5.21,75.29,Chalky,5.0
POINT(-119.4600000000003 36.06000000000001),36.06000000000001,-119.4600000000003,11.46,56.76,Chalky,5.0
POINT(-119.44000000000031 36.06000000000001),36.06000000000001,-119.44000000000031,17.68,63.0,Loam,5.0
POINT(-119.42000000000031 36.06000000000001),36.06000000000001,-119.42000000000031,15.78,55.27,Loam,5.0
POINT(-119.40000000000032 36.06000000000001),36.06000000000001,-119.40000000000032,5.46,56.67,Loam,5.0
POINT(-119.38000000000032 36.06000000000001),36.06000000000001,-119.38000000000032,7.52,54.29,Loam,5.0
POINT(-119.36000000000033 36.06000000000001),36.06000000000001,-119.36000000000033,5.0,63.06,Loam,5.0
POINT(-119.34000000000033 36.06000000000001),36.06000000000001,-119.34000000000033,9.07,74.9,Sandy Loam,5.0
POINT(-119.32000000000033 36.06000000000001),36.06000000000001,-119.32000000000033,19.89,54.34,Sandy Loam,5.0
POINT(-119.30000000000034 36.06000000000001),36.06000000000001,-119.30000000000034,15.43,53.71,Sandy Loam,5.0
POINT(-119.28000000000034 36.06000000000001),36.06000000000001,-119.28000000000034,17.45,50.07,Sandy Loam,5.0
POINT(-119.26000000000035 36.06000000000001),36.06000000000001,-119.26000000000035,14.45,62.73,Sandy Loam,5.0
POINT(-119.24000000000035 36.06000000000001),36.06000000000001,-119.24000000000035,12.91,68.54,Clay Loam,5.0
POINT(-119.22000000000035 36.06000000000001),36.06000000000001,-119.22000000000035,20.63,53.93,Clay Loam,4.62
POINT(-119.20000000000036 36.06000000000001),36.06000000000001,-119.20000000000036,5.01,71.24,Clay Loam,5.0
POINT(-119.18000000000036 36.06000000000001),36.06000000000001,-119.18000000000036,20.41,58.34,Clay Loam,5.0
POINT(-119.16000000000037 36.06000000000001),36.06000000000001,-119.16000000000037,5.0,54.37,Clay Loam,5.0
POINT(-119.14000000000037 36.06000000000001),36.06000000000001,-119.14000000000037,16.04,73.9,Silt,5.0
POINT(-119.12000000000037 36.06000000000001),36.06000000000001,-119.12000000000037,6.48,56.25,Silt,5.0
POINT(-119.10000000000038 36.06000000000001),36.06000000000001,-119.10000000000038,20.77,63.1,Silt,5.0
POINT(-119.08000000000038 36.06000000000001),36.06000000000001,-119.08000000000038,15.68,65.62,Silt,5.0
POINT(-119.06000000000039 36.06000000000001),36.06000000000001,-119.06000000000039,7.81,57.33,Silt,5.0
POINT(-119.04000000000039 36.06000000000001),36.06000000000001,-119.04000000000039,5.0,71.78,Peat,5.0
POINT(-119.0200000000004 36.06000000000001),36.06000000000001,-119.0200000000004,11.61,59.18,Peat,5.0
POINT(-119.0000000000004 36.06000000000001),36.06000000000001,-119.0000000000004,5.0,72.96,Peat,5.0
POINT(-121.0 36.08000000000001),36.08000000000001,-121.0,14.24,50.37,Clay Loam,5.0
POINT(-120.98 36.08000000000001),36.08000000000001,-120.98,14.57,61.03,Silt,5.0
POINT(-120.96000000000001 36.08000000000001),36.08000000000001,-120.96000000000001,18.67,72.74,Silt,5.0
POINT(-120.94000000000001 36.08000000000001),36.08000000000001,-120.94000000000001,16.29,51.47,Silt,5.0
POINT(-120.92000000000002 36.08000000000001),36.08000000000001,-120.92000000000002,22.5,63.64,Silt,4.93
POINT(-120.90000000000002 36.08000000000001),36.08000000000001,-120.90000000000002,13.22,45.03,Silt,5.0
POINT(-120.88000000000002 36.08000000000001),36.08000000000001,-120.88000000000002,12.14,56.51,Peat,5.0
POINT(-120.86000000000003 36.08000000000001),36.08000000000001,-120.86000000000003,29.06,46.85,Peat,4.53
POINT(-120.84000000000003 36.08000000000001),36.08000000000001,-120.84000000000003,22.19,50.77,Peat,4.24
POINT(-120.82000000000004 36.08000000000001),36.08000000000001,-120.82000000000004,21.42,70.57,Peat,4.29
POINT(-120.80000000000004 36.08000000000001),36.08000000000001,-120.80000000000004,10.47,45.32,Peat,5.0
POINT(-120.78000000000004 36.08000000000001),36.08000000000001,-120.78000000000004,11.8,73.08,Peat,5.0
POINT(-120.76000000000005 36.08000000000001),36.08000000000001,-120.76000000000005,20.12,65.59,Chalky,5.0
POINT(-120.74000000000005 36.08000000000001),36.08000000000001,-120.74000000000005,28.56,51.74,Chalky,4.71
POINT(-120.72000000000006 36.08000000000001),36.08000000000001,-120.72000000000006,20.15,53.51,Chalky,5.0
POINT(-120.70000000000006 36.08000000000001),36.08000000000001,-120.70000000000006,9.85,65.26,Chalky,5.0
POINT(-120.68000000000006 36.08000000000001),36.08000000000001,-120.68000000000006,13.33,60.94,Chalky,5.0
POINT(-120.66000000000007 36.08000000000001),36.08000000000001,-120.66000000000007,20.89,65.63,Loam,5.0
POINT(-120.64000000000007 36.08000000000001),36.08000000000001,-120.64000000000007,14.73,58.7,Loam,5.0
POINT(-120.62000000000008 36.08000000000001),36.08000000000001,-120.62000000000008,10.61,53.64,Loam,5.0
POINT(-120.60000000000008 36.08000000000001),36.08000000000001,-120.60000000000008,9.49,69.91,Loam,5.0
POINT(-120.58000000000008 36.08000000000001),36.08000000000001,-120.58000000000008,18.15,48.12,Loam,5.0
POINT(-120.56000000000009 36.08000000000001),36.08000000000001,-120.56000000000009,12.71,59.11,Sandy Loam,5.0
POINT(-120.54000000000009 36.08000000000001),36.08000000000001,-120.54000000000009,21.27,65.57,Sandy Loam,5.0
POINT(-120.5200000000001 36.08000000000001),36.08000000000001,-120.5200000000001,10.11,52.29,Sandy Loam,5.0
POINT(-120.5000000000001 36.08000000000001),36.08000000000001,-120.5000000000001,8.6,58.97,Sandy Loam,5.0
POINT(-120.4800000000001 36.08000000000001),36.08000000000001,-120.4800000000001,16.85,61.98,Sandy Loam,5.0
POINT(-120.46000000000011 36.08000000000001),36.08000000000001,-120.46000000000011,15.82,74.69,Clay Loam,5.0
POINT(-120.44000000000011 36.08000000000001),36.08000000000001,-120.44000000000011,18.19,59.45,Clay Loam,5.0
POINT(-120.42000000000012 36.08000000000001),36.08000000000001,-120.42000000000012,22.87,58.53,Clay Loam,4.19
POINT(-120.40000000000012 36.08000000000001),36.08000000000001,-120.40000000000012,10.78,50.79,Clay Loam,5.0
POINT(-120.38000000000012 36.08000000000001),36.08000000000001,-120.38000000000012,9.77,51.45,Clay Loam,5.0
POINT(-120.36000000000013 36.08000000000001),36.08000000000001,-120.36000000000013,25.63,57.8,Silt,4.48
POINT(-120.34000000000013 36.08000000000001),36.08000000000001,-120.34000000000013,16.16,74.05,Silt,5.0
POINT(-120.32000000000014 36.08000000000001),36.08000000000001,-120.32000000000014,10.18,49.94,Silt,5.0
POINT(-120.30000000000014 36.08000000000001),36.08000000000001,-120.30000000000014,16.41,60.2,Silt,5.0
POINT(-120.28000000000014 36.08000000000001),36.08000000000001,-120.28000000000014,25.2,71.35,Silt,5.0
POINT(-120.26000000000015 36.08000000000001),36.08000000000001,-120.26000000000015,11.17,51.14,Peat,5.0
POINT(-120.24000000000015 36.08000000000001),36.08000000000001,-120.24000000000015,12.28,63.38,Peat,5.0
POINT(-120.22000000000016 36.08000000000001),36.08000000000001,-120.22000000000016,17.66,72.77,Peat,5.0
POINT(-120.20000000000016 36.08000000000001),36.08000000000001,-120.20000000000016,12.55,74.94,Peat,5.0
POINT(-120.18000000000016 36.08000000000001),36.08000000000001,-120.18000000000016,10.28,71.33,Peat,5.0
POINT(-120.16000000000017 36.08000000000001),36.08000000000001,-120.16000000000017,23.37,62.97,Chalky,4.82
POINT(-120.14000000000017 36.08000000000001),36.08000000000001,-120.14000000000017,18.24,67.88,Chalky,5.0
POINT(-120.12000000000018 36.08000000000001),36.08000000000001,-120.12000000000018,24.77,71.68,Chalky,5.0
POINT(-120.10000000000018 36.08000000000001),36.08000000000001,-120.10000000000018,13.64,66.8,Chalky,5.0
POINT(-120.08000000000018 36.08000000000001),36.08000000000001,-120.08000000000018,9.73,66.63,Chalky,5.0
POINT(-120.06000000000019 36.08000000000001),36.08000000000001,-120.06000000000019,16.62,62.07,Loam,5.0
POINT(-120.04000000000019 36.08000000000001),36.08000000000001,-120.04000000000019,20.63,52.8,Loam,4.46
POINT(-120.0200000000002 36.08000000000001),36.08000000000001,-120.0200000000002,11.79,59.91,Loam,5.0
POINT(-120.0000000000002 36.08000000000001),36.08000000000001,-120.0000000000002,21.41,66.0,Loam,4.16
POINT(-119.9800000000002 36.08000000000001),36.08000000000001,-119.9800000000002,15.72,65.28,Loam,5.0
POINT(-119.9600000000002 36.08000000000001),36.08000000000001,-119.9600000000002,6.18,47.11,Sandy Loam,5.0
POINT(-119.94000000000021 36.08000000000001),36.08000000000001,-119.94000000000021,17.62,59.47,Sandy Loam,5.0
POINT(-119.92000000000021 36.08000000000001),36.08000000000001,-119.92000000000021,15.78,48.4,Sandy Loam,5.0
POINT(-119.90000000000022 36.08000000000001),36.08000000000001,-119.90000000000022,25.15,56.56,Sandy Loam,4.43
POINT(-119.88000000000022 36.08000000000001),36.08000000000001,-119.88000000000022,12.14,53.31,Sandy Loam,5.0
POINT(-119.86000000000023 36.08000000000001),36.08000000000001,-119.86000000000023,10.21,70.49,Clay Loam,5.0
POINT(-119.84000000000023 36.08000000000001),36.08000000000001,-119.84000000000023,8.63,49.68,Clay Loam,5.0
POINT(-119.82000000000023 36.08000000000001),36.08000000000001,-119.82000000000023,14.42,52.01,Clay Loam,5.0
POINT(-119.80000000000024 36.08000000000001),36.08000000000001,-119.80000000000024,21.22,59.85,Clay Loam,5.0
POINT(-119.78000000000024 36.08000000000001),36.08000000000001,-119.78000000000024,16.2,55.32,Clay Loam,5.0
POINT(-119.76000000000025 36.08000000000001),36.08000000000001,-119.76000000000025,12.51,76.21,Silt,5.0
POINT(-119.74000000000025 36.08000000000001),36.08000000000001,-119.74000000000025,7.08,49.17,Silt,5.0
POINT(-119.72000000000025 36.08000000000001),36.08000000000001,-119.72000000000025,11.57,51.62,Silt,5.0
POINT(-119.70000000000026 36.08000000000001),36.08000000000001,-119.70000000000026,18.86,59.42,Silt,5.0
